taxon	P7	P8	P10	P14	P23	P25	P34	P35	P52	P55	P59	P61	P63	P67	P68	P69	P24	P28	P30	P32	P46	P53	P54	P66
Actinobacillus	0.111671990463447	-0.147101940765931	-0.689774423057069	1.14542229905302	-0.56136446479204	-1.11694504677182	-0.00959132604025023	-0.173488987533601	-1.65350527392989	1.67099510282039	0.46714947804977	0.423923970835969	-1.0133661026016	0.90034177989058	-0.267950275239702	-0.502857087318583	1.25310383009214	1.51093239870777	-1.28954984868578	-1.08103698937935	1.55536737808108	-0.0664713470165861	0.835200937713185	-1.30110605257515
Actinomyces	2.79183399562132	-0.137962629253337	0.758664757618238	-0.0729433160442938	1.96736687360251	1.00397583266059	-0.689274302082155	-0.213106235684455	0.407161202685202	-1.6628492078966	-1.17795164516398	-0.429196785143501	0.440146970231231	0.18869392300495	-0.135346867092734	0.190429069565207	0.44331946966898	-0.453595430501259	-0.3841637113584	0.402910574637334	-1.4404198257639	-0.386051300990332	-0.211974389439533	-1.19966702288109
Actinoplanes	0.136403525369252	-0.526603635895127	0.408639294269503	-0.54111263052585	1.02096026152685	-0.52899908184308	-0.32704119193478	-0.551695276202224	-0.413763330536536	-0.747473033497203	-0.78645413570088	-0.346201401208442	-0.0742136540316487	-0.66698361175601	-0.726465540071076	-0.395048575937606	0.58501846438624	0.235624656897723	0.000763326283655301	-0.255544944002022	0.429168672175304	4.15375477198716	-0.0857630647575117	0.00303013500430386
Actinopolyspora	3.65535073170237	-0.399226081375643	-0.864260668908637	-0.0230079385361914	0.301755549228957	-0.248954020542339	0.475575969358491	-0.2659220688214	-0.864260668908637	-0.501568774094762	0.471790829165177	-0.617881905888879	-0.0429169201110011	-0.864260668908637	-0.433041740451303	-0.186652134872109	2.0999348567308	0.245727879304227	-0.542131312017257	0.104269671359154	-0.864260668908637	-0.30448312878562	-0.0277991873797674	-0.303777598338353
Actinosynnema	0.346592785533255	2.07731666199425	1.00894540029677	-0.0832407039934565	-0.308754549735779	-0.904071832647376	-0.0249247350929262	1.07643065608448	0.414697289959787	-1.42571906108643	-1.48664423877542	-0.0507933254840769	-1.17171778036891	-0.156070745742904	0.323421865135061	-0.773407942474171	0.96024514590884	-0.943389001004118	-0.342173994560682	1.04860258547041	-0.739523549917547	1.78217021147799	0.686362257392664	-1.3143533983697
Actinotignum	0.655385105773895	-1.62830066638895	-0.490598579596611	-0.130971482059803	0.630210996288444	-0.209908861649474	-1.62830066638895	1.62443275285017	-1.3604461179684	-0.543609137210537	1.49960688206278	0.926331287460712	-0.143287726644138	0.3180667881091	0.0790479260379804	0.732443607052595	2.06046592166711	-0.147350409957654	-0.278674408887573	0.275890212245366	-1.62830066638895	0.0827176267112794	0.240630378576404	-0.935480761694815
Adlercreutzia	0.758195852658363	-0.659168858542871	-0.11273544457609	0.464231239749131	-0.232989268530486	0.796519247092879	0.0979952326543288	-0.659295568590149	-0.206909470161972	-0.417731485712038	3.74334322138964	-1.00878536999342	-0.678664997574052	-0.166516764396158	-0.921617702936028	0.702978975305898	-0.297239588808793	-0.422985044059705	0.363993198171869	0.212989630199082	-1.05228158630083	0.887133274444427	-0.0942585839495697	-1.09620013753346
Advenella	-0.936374250086586	0.721353206754381	0.0795774011218596	-1.47483344288183	-0.683980340376137	0.00160816115801169	-0.109621635213128	-0.0542777722534238	-0.482155698478812	-0.0215479121745401	2.40766540358495	0.245944294152275	-0.986163475720449	0.270187150760366	-0.134244651656619	0.432429332026039	-0.455551322290829	-0.226501609077324	-0.0755168955692129	0.976207846814847	2.16374933044374	-1.89037860557126	-0.907971844489373	1.14039732902306
Aequorivita	-0.155262268367183	-0.316133413627919	4.42258786355549	0.892645144925297	-0.387914614311968	-0.288002217266368	-0.436931636629002	0.166319219028649	-0.608410657230499	-0.255776147170786	-0.172511262798639	-0.501473494023586	-0.289254260182824	-0.390391273108275	-0.129637046797681	-0.0980447351161026	0.053364712158964	0.175986106771566	-0.608410657230499	-0.31672523302848	-0.0815636286383867	-0.608410657230499	-0.353378432258423	0.287328588577155
Aeribacillus	-0.646561177358652	1.81947178984925	0.639629926567275	-0.852246696015509	-1.48984138094664	-0.771976600961911	2.23113517912811	0.150812744630389	-0.476943304423472	1.22875757889711	-0.904218669999789	0.29477738073502	0.508632688042803	0.130584055062048	0.673899092034376	-0.522562145041418	0.608136395932746	1.14049550098975	-1.48984138094664	-0.249247414178675	0.0294011777762209	-1.18353973050355	0.252514284112725	-1.12126929338158
Aerococcus	-0.754543024178682	0.191483292991285	1.98490971530137	-0.61802793240632	-0.34897116735349	-0.0478015468405637	-0.860061998061264	-0.133409221275647	-0.412312617609979	-0.597849314931524	2.30935040203959	1.03222914755056	-0.699545625320994	-0.287494176601172	0.681082778158803	-0.597468920989923	1.69956233531527	0.648264703523792	-0.995721906818785	-1.01825108703638	-0.702543779501994	-1.43475166311155	-0.0289595135265229	0.990831120684127
Aeromicrobium	0.530544290506027	-0.351648402724919	1.00856880244935	0.124035899443147	4.05865131618709	-0.38836846117413	-0.570182418777145	-0.570182418777145	-0.0381758660727949	-0.570182418777145	-0.570182418777145	-0.570182418777145	0.195743316384103	-0.240811963306824	-0.335217027829994	-0.570182418777145	-0.570182418777145	-0.360743439376449	-0.229446465964922	-0.483519514147297	-0.570182418777145	-0.138834959761695	-0.0871433872534134	1.29782521285988
Aeromonas	-0.392695381719794	0.63636007354957	-0.0895118261800846	-0.425230514372653	3.05701224522512	0.0979807950390204	-0.472732431232549	-1.0949342301359	-1.02902462073449	-0.649759084546532	-0.856940217133101	0.655414152215467	0.800022731022355	-0.244630005871933	-0.621583061885807	-0.339134732651739	-0.328613483694145	-0.580004044690662	0.193390456914972	-0.843105609564613	-0.028428556504676	2.41922343604936	0.603732075329477	-0.466808164426656
Agarilytica	0.243328404874705	-0.0443115927775339	1.32482500382762	1.23925536843991	-1.49675787425738	0.291657415808922	-1.55059823139506	-0.0701242307071203	-0.960062040772358	0.564396372515915	-0.999075692367598	1.64886145274567	-0.505526261375165	0.524256932914216	0.0414683910139146	-0.000858811986067581	0.132928406127417	2.21672666198826	0.161099684289719	-1.26093361405259	0.16491612228866	-1.02473833672647	-1.21311574287167	0.57238221245407
Agarivorans	-0.637279789377076	-0.637279789377076	-0.637279789377076	-0.637279789377076	1.22897801047865	-0.637279789377076	-0.637279789377076	0.728084500981416	-0.637279789377076	-0.637279789377076	-0.30955471981803	1.61900626223783	-0.637279789377076	-0.637279789377076	3.01003537674657	1.14643936377423	-0.637279789377076	0.660113614487201	0.383925694101426	-0.637279789377076	-0.637279789377076	-0.637279789377076	-0.637279789377076	1.09216873766684
Aggregatibacter	-0.311546013935934	1.51562152497196	-0.782402141215977	-0.851787891434527	0.125140878490833	-0.226830578127302	1.2132429444737	-0.554209912453053	-0.464649115788663	2.51333223195074	-0.267047430922714	-1.32903441007339	-0.451305158638507	0.731236318070655	0.296609639839535	-0.642609181315351	0.455110024109167	0.265798152232338	-0.821271979085912	0.202699542159677	-1.32903441007339	-0.943852064394605	-0.352539733736553	2.00932876489729
Agrobacterium	0.0461189781379115	2.05212883591187	0.643139257906642	-1.07870083011542	-1.1351201105661	-0.652832760994865	-0.906541091892412	0.754717669709103	-1.28032364157958	-0.607016860813109	-0.00314986905217864	1.81021393927668	-0.771679367921437	-0.081586332886703	-0.245008209596567	-0.0810025286002366	-0.632049071834521	1.05548183977575	-1.38550147784516	-1.00667868918972	0.702718961228015	1.34037526540553	1.14580186260846	0.316494232928067
Agromyces	1.55399842732709	-0.1881934601903	-0.862764697788621	3.24256101183632	-0.424894040367781	-0.539710920596574	-0.862764697788621	0.942540609304485	-0.206274084853087	0.194471629575616	-0.225507935456906	-0.862764697788621	0.735578680436901	-0.57479249303772	-0.61398362595937	-0.122523224306901	-0.639631114906441	0.94189255598265	-0.463754713688701	-0.862764697788621	-0.862764697788621	0.583986430376969	0.980824455255477	-0.862764697788621
Ahniella	-0.282973238349279	0.218561158678582	0.43632974432195	-0.324463837323712	-0.943175876730963	-0.469021536392873	-0.109943750003067	0.179824922655627	-0.519630145188366	0.44501285276632	-0.681307733319846	-0.943175876730963	0.793996449253703	3.66930560379314	-0.539056052754058	-0.200061354734292	1.8456536193404	-0.450491653532585	-0.103077833411929	-0.0178231042546352	0.0803788517917293	-0.633174136560484	-0.508511196583431	-0.943175876730963
Akkermansia	3.15664523567595	-0.41145543999272	-0.637268002969749	1.61020400299912	-0.603229137364359	-0.21662774651958	-0.715285062652984	0.154056808759377	-0.688446753233892	-0.259383263737842	-0.327936118372289	-0.478123709989308	0.566121545523826	-0.662772153727694	-0.447452865977903	-0.625398340376664	-0.147176605309899	-0.501827627585161	-0.324352240819364	-0.0344560684896081	-0.313751094267099	2.35811993467841	0.300431686516405	-0.750636982766974
Alcaligenes	-0.28997744538469	0.392923300842299	0.00148337272286723	-0.912105255797355	-0.113972718518927	-0.258248741817038	-0.334466505591981	-0.428059708720967	-0.366813146781689	0.1796407378166	4.10229887544273	0.245537887240729	-0.526647035281079	-0.566661509174513	-0.293556525254462	-0.10365418117628	-0.335625415576303	-0.332320956672889	-0.116274759992788	0.302298349869754	1.475551258225	-0.924035322142275	-0.650170333597968	-0.147144220678772
Alcanivorax	-0.337400787591171	0.212678709029799	1.5402672009479	-0.888704974705006	-0.612836905406572	-0.785916555818584	-0.578999527325336	0.0135715760427151	-0.932012303548654	-0.0573733507489379	-0.530400502770881	0.298438665988482	-0.56609985619273	2.66208019328279	-0.146404523269914	-0.218617124861097	1.28944591837859	-0.309846443607862	1.61780447484288	-1.3033227159076	-0.726093685075102	-0.267065142231651	1.48851167208902	-0.861704011541092
Algibacter	0.169202287054855	0.209097112192609	-0.526890335084311	-0.456911207469094	-0.997761703586873	-0.997761703586873	-0.543833999609375	0.127832953770882	-0.311879421334283	1.08993142450572	-0.997761703586873	-0.997761703586873	-0.0219641435394714	0.646287717425891	0.142913106218399	0.855033931350269	0.129538182815504	0.761060365183924	2.29272245679956	-0.997761703586873	-0.997761703586873	-0.188815017645393	2.61100651247242	-0.997761703586873
Algoriphagus	0.766353241669172	-1.23634669191495	0.46420145804106	2.13274345965321	1.07956153970161	-0.086473903323888	-0.670875303369901	0.0540934842222062	-0.307153401003738	-0.756266955951457	0.395457910583701	-1.23634669191495	-0.911464994149118	-0.290326819550412	1.55790931543892	0.510183754190869	-1.0690682595026	1.5544725828563	-0.186615085961939	-0.675047864534192	-1.23634669191495	-1.23634669191495	1.17983785873119	0.203864749918779
Alicycliphilus	0.307738992446961	0.86821668223711	-0.330575421641665	0.0162915370005373	-0.439999821734074	3.20068539522762	1.45969159332966	1.37292825841651	-0.390274891939917	-0.947132750269334	-0.123138605929676	-0.947132750269334	0.807353003504825	0.137846604057329	-0.00562047431002954	-0.947132750269334	-0.584347680912187	0.0679998379716091	-0.947132750269334	-0.947132750269334	-0.947132750269334	0.520163348131009	-0.481943417250025	-0.720218436989588
Alicyclobacillus	0.405920822374828	-0.344043068994768	-0.283055242323153	-0.419466632292734	-0.174379711353404	-0.394816826994959	-0.527949387364161	0.205854426680021	-0.305349658842722	-0.324417336555164	0.250210472109108	-0.245306447390998	0.254609203458197	-0.227540914857762	-0.224372963523997	-0.112312008679688	-0.357666007833017	-0.141621942391096	-0.482272660172969	-0.273820469359842	-0.269871348603063	4.55531160020402	-0.196723258593163	-0.366920638699507
Aliivibrio	0.327894324896533	0.69012411365912	-0.468120715881181	-0.944099064082785	-0.700331721946134	0.679351266568049	-0.613294969041487	-0.442928964186041	-0.337523322915177	3.39986347374559	-0.473709120642386	1.18740051755315	-0.417781215891295	-0.0167118976842446	-0.750488825795094	-0.174785109507376	-0.17185876885401	1.04771883178743	1.09763698750826	0.325776736437389	-0.403370594843857	-1.20981010724161	-0.421141746401227	-1.20981010724161
